 
 # Omega; pulse ft; proj flux t=    500.250000000000     
    0.000000000000         0.23733438E-09      0.00000000E+00      0.00000000E+00      0.57598533E-10      0.49299965E-21      0.28770496E-13      0.24625357E-24
    0.006276908399         0.26847166E-09      0.18722299E-02      0.15226491E-13      0.62368367E-10      0.50723012E-21      0.59923527E-13      0.49961526E-24
    0.012553816798         0.36198451E-09      0.29087308E-02      0.21713264E-13      0.65323623E-10      0.48763160E-21      0.92552709E-13      0.74318749E-24
    0.018830725196         0.51817601E-09      0.30683920E-02      0.23719310E-13      0.65761791E-10      0.50835237E-21      0.12540076E-12      0.99710976E-24
    0.025107633595         0.73755180E-09      0.29211570E-02      0.22132750E-13      0.66833498E-10      0.50637782E-21      0.15878412E-12      0.12500457E-23
    0.031384541994         0.10208207E-08      0.26680595E-02      0.19061082E-13      0.67589888E-10      0.48287395E-21      0.19254530E-12      0.14912415E-23
    0.037661450393         0.13688958E-08      0.24101637E-02      0.17736569E-13      0.68229536E-10      0.50210610E-21      0.22662599E-12      0.17420438E-23
    0.043938358791         0.17828953E-08      0.21781691E-02      0.15631621E-13      0.68837669E-10      0.49401322E-21      0.26101044E-12      0.19888036E-23
    0.050215267190         0.22641447E-08      0.19765785E-02      0.14309960E-13      0.69412072E-10      0.50252696E-21      0.29568181E-12      0.22398161E-23
    0.056492175589         0.28141777E-08      0.18028520E-02      0.12501794E-13      0.69948087E-10      0.48505176E-21      0.33062091E-12      0.24820997E-23
    0.062769083988         0.34347388E-08      0.16576233E-02      0.12067663E-13      0.70645793E-10      0.51430843E-21      0.36590852E-12      0.27389970E-23
    0.069045992387         0.41277855E-08      0.15320157E-02      0.10845224E-13      0.71333640E-10      0.50497478E-21      0.40153971E-12      0.29912322E-23
    0.075322900785         0.48954902E-08      0.14208906E-02      0.94785945E-14      0.71925406E-10      0.47980595E-21      0.43746649E-12      0.32308955E-23
    0.081599809184         0.57402438E-08      0.13244140E-02      0.91699289E-14      0.72563381E-10      0.50241165E-21      0.47371193E-12      0.34818503E-23
    0.087876717583         0.66646579E-08      0.12388261E-02      0.82335513E-14      0.73175704E-10      0.48634423E-21      0.51026323E-12      0.37247795E-23
    0.094153625982         0.76715684E-08      0.11636701E-02      0.75062437E-14      0.73846436E-10      0.47634577E-21      0.54714956E-12      0.39627145E-23
    0.100430534380         0.87640384E-08      0.10953169E-02      0.71340907E-14      0.74444190E-10      0.48487486E-21      0.58433447E-12      0.42049097E-23
    0.106707442779         0.99453622E-08      0.10348279E-02      0.69668066E-14      0.75118438E-10      0.50572239E-21      0.62185617E-12      0.44575183E-23
    0.112984351178         0.11219069E-07      0.97904486E-03      0.65020782E-14      0.75717042E-10      0.50285553E-21      0.65967687E-12      0.47086949E-23
    0.119261259577         0.12588925E-07      0.92918369E-03      0.57301164E-14      0.76391208E-10      0.47109148E-21      0.69783432E-12      0.49440053E-23
    0.125538167976         0.14058942E-07      0.88299282E-03      0.56352293E-14      0.77016994E-10      0.49151977E-21      0.73630434E-12      0.51895197E-23
    0.131815076374         0.15633376E-07      0.84131193E-03      0.51706429E-14      0.77713643E-10      0.47762249E-21      0.77512235E-12      0.54280924E-23
    0.138091984773         0.17316734E-07      0.80256462E-03      0.50836222E-14      0.78384478E-10      0.49650466E-21      0.81427543E-12      0.56760967E-23
    0.144368893172         0.19113780E-07      0.76741955E-03      0.45265436E-14      0.79133134E-10      0.46675847E-21      0.85380247E-12      0.59092428E-23
    0.150645801571         0.21029537E-07      0.73407999E-03      0.47242096E-14      0.79812076E-10      0.51363473E-21      0.89366865E-12      0.61658036E-23
    0.156922709970         0.23069292E-07      0.70375426E-03      0.45149353E-14      0.80579033E-10      0.51695476E-21      0.93391791E-12      0.64240227E-23
    0.163199618368         0.25238602E-07      0.67483787E-03      0.40307338E-14      0.81282703E-10      0.48549282E-21      0.97451866E-12      0.66665266E-23
    0.169476526767         0.27543295E-07      0.64845465E-03      0.39099924E-14      0.82080217E-10      0.49491977E-21      0.10155178E-11      0.69137393E-23
    0.175753435166         0.29989481E-07      0.62318555E-03      0.36132442E-14      0.82819965E-10      0.48019208E-21      0.10568864E-11      0.71535955E-23
    0.182030343565         0.32583550E-07      0.60005984E-03      0.35077951E-14      0.83656890E-10      0.48903661E-21      0.10986730E-11      0.73978695E-23
    0.188307251963         0.35332181E-07      0.57771293E-03      0.32310069E-14      0.84424409E-10      0.47216503E-21      0.11408431E-11      0.76337162E-23
    0.194584160362         0.38242343E-07      0.55724326E-03      0.31589005E-14      0.85297122E-10      0.48353230E-21      0.11834490E-11      0.78752408E-23
    0.200861068761         0.41321305E-07      0.53729363E-03      0.30295462E-14      0.86087975E-10      0.48540962E-21      0.12264500E-11      0.81177032E-23
    0.207137977160         0.44576634E-07      0.51898708E-03      0.27636352E-14      0.86987455E-10      0.46321307E-21      0.12699003E-11      0.83490783E-23
    0.213414885559         0.48016203E-07      0.50109977E-03      0.28807831E-14      0.87809165E-10      0.50480797E-21      0.13137610E-11      0.86012302E-23
    0.219691793957         0.51648196E-07      0.48463826E-03      0.27541749E-14      0.88738392E-10      0.50429583E-21      0.13580859E-11      0.88531262E-23
    0.225968702356         0.55481108E-07      0.46851330E-03      0.26035996E-14      0.89592426E-10      0.49787872E-21      0.14028374E-11      0.91018169E-23
    0.232245610755         0.59523755E-07      0.45361909E-03      0.25073991E-14      0.90549627E-10      0.50051697E-21      0.14480669E-11      0.93518253E-23
