 #           1000
    0.000000000000         0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00
    1.000000000000         0.74990411E-21      0.47052443E-26      0.47203641E-20     -0.22616400E-23      0.10276831E-19     -0.54004889E-24      0.11080013E-19      0.66619309E-24      0.10276967E-19     -0.50075526E-24      0.47203213E-20     -0.22640410E-23      0.74992402E-21     -0.11263790E-25
    2.000000000000        -0.82913198E-20      0.70432399E-24     -0.79969075E-19     -0.53683333E-23      0.20645011E-18     -0.23167448E-23      0.91262561E-18     -0.12981548E-23      0.20645101E-18     -0.21040554E-23     -0.79965921E-19     -0.35764135E-23     -0.82979489E-20      0.15963080E-23
    3.000000000000         0.26753187E-18      0.11563788E-23      0.19042888E-17     -0.77294214E-23      0.32048751E-18     -0.19010235E-23      0.36549386E-17     -0.17699477E-23      0.32056066E-18     -0.36106472E-23      0.19041795E-17     -0.51739920E-23      0.26753255E-18      0.57052284E-24
    4.000000000000         0.31494540E-16      0.95399123E-24      0.16161369E-15     -0.91600663E-23      0.73654619E-16     -0.38724391E-23      0.19927187E-15     -0.93161045E-24      0.73654250E-16     -0.43095222E-23      0.16161413E-15     -0.62593750E-23      0.31494919E-16      0.48629312E-24
    5.000000000000         0.60806722E-15      0.10162456E-23      0.22468436E-14     -0.10746549E-22      0.54541917E-14     -0.41394756E-23      0.15595731E-13     -0.31995119E-24      0.54541907E-14     -0.49024778E-23      0.22468442E-14     -0.82385994E-23      0.60806755E-15      0.43686459E-24
    6.000000000000         0.48185420E-14      0.11509894E-23      0.27224731E-13     -0.12244352E-22      0.17044751E-12     -0.60796009E-23      0.38148361E-12     -0.86173116E-24      0.17044751E-12     -0.64242365E-23      0.27224731E-13     -0.12125942E-22      0.48185421E-14      0.15625928E-23
    7.000000000000         0.30905484E-13      0.17424887E-23      0.37499618E-12     -0.13878320E-22      0.24149135E-11     -0.47693247E-23      0.47034988E-11      0.12208846E-24      0.24149135E-11     -0.61635330E-23      0.37499619E-12     -0.14451441E-22      0.30905485E-13      0.56205406E-24
    8.000000000000         0.22270322E-12      0.20005628E-23      0.37462797E-11     -0.15309609E-22      0.20761634E-10     -0.44943060E-23      0.37172652E-10     -0.94225984E-24      0.20761634E-10     -0.69278462E-23      0.37462797E-11     -0.16280391E-22      0.22270322E-12      0.54451712E-24
    9.000000000000         0.14587200E-11      0.28694099E-23      0.25605345E-10     -0.18032054E-22      0.12515289E-09     -0.57339571E-23      0.21233808E-09     -0.10341826E-24      0.12515289E-09     -0.62399475E-23      0.25605345E-10     -0.19840234E-22      0.14587200E-11      0.15126123E-23
